title,park,date,phone,rating,cc,location.latitude,location.longitude,location.human_address2,datayear,day,park_address,address,city,state,zip,community,geocode_address,lat,long,osm_type,display_name,class,type,communitiy,community_match
Lawrence of Arabia,Lincoln Park,,(312) 742-7726 ,PG,Yes,41.89111,-87.6143,"{""address"": ""500-5700 N. Lake Shore Drive"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,500-5700 N. Lake Shore Drive,Chicago,IL,,NEAR NORTH SIDE,"500-5700 N. Lake Shore Drive, Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway,NEAR NORTH SIDE,Yes
Back to the Future,Brooks Park,,(773) 631-4401,PG,Yes,42.010284,-87.806652,"{""address"": ""7100 N. Harlem Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,7100 N. Harlem Ave.,Chicago,IL,,EDISON PARK,"7100 N. Harlem Ave., Chicago, IL",42.00985755,-87.80722606925839,way,"Brooks Park Fieldhouse, 7100, North Harlem Avenue, Edison Park, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States",leisure,sports_centre,EDISON PARK,Yes
Terminator Genisys,West Chatham Park,,(312) 747-6998,PG-13,Yes,41.744279,-87.631731,"{""address"": ""8223 S. Princeton Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,8223 S. Princeton Ave.,Chicago,IL,,CHATHAM,"8223 S. Princeton Ave., Chicago, IL",41.7447346,-87.63143926147191,way,"8223, South Princeton Avenue, Chatham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",building,yes,CHATHAM,Yes
Shaun the Sheep,Olympia Park,,(773) 631-6861,PG,Yes,41.999736,-87.814958,"{""address"": ""6566 N. Avondale Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6566 N. Avondale Ave.,Chicago,IL,,EDISON PARK,"6566 N. Avondale Ave., Chicago, IL",41.9993527,-87.81515393130672,way,"Olympia Park Fieldhouse, 6566, North Avondale Avenue, Edison Park, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States",leisure,sports_centre,EDISON PARK,Yes
Inside Out,Adams Playground Park,,(312) 742-7787,PG,,41.916495,-87.655352,"{""address"": ""1919 N. Seminary Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1919 N. Seminary Ave.,Chicago,IL,,LINCOLN PARK,"1919 N. Seminary Ave., Chicago, IL",41.9166048,-87.6552327,node,"1919, North Seminary Avenue, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",place,house,LINCOLN PARK,Yes
The Wiz,South Shore Cultural Center,,(773) 256-0149,G,Yes,41.766242,-87.562783,"{""address"": ""7059 S. South Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,7059 S. South Shore Dr.,Chicago,IL,,SOUTH SHORE,"7059 S. South Shore Dr., Chicago, IL",41.766546000000005,-87.56483496812618,way,"Chicago Police Department Mounted Unit Horse Stables, 7059, South South Shore Drive, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",amenity,police,SOUTH SHORE,Yes
Ferris Bueller's Day Off,Hiawatha Park,,(312) 746-5559 ,PG-13,Yes,41.943375,-87.828929,"{""address"": ""8029 W. Forest Preserve Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,8029 W. Forest Preserve Dr.,Chicago,IL,,DUNNING,"8029 W. Forest Preserve Dr., Chicago, IL",41.94370495,-87.82753720720693,way,"Hiawatha Park Fieldhouse, 8029, West Forest Preserve Drive, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",leisure,sports_centre,DUNNING,Yes
Maze Runner: The Scorch Trials,Peterson Park,,(312) 742-7584,PG-13,Yes,41.986333,-87.728537,"{""address"": ""5801 N. Pulaski Rd."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,5801 N. Pulaski Rd.,Chicago,IL,,NORTH PARK,"5801 N. Pulaski Rd., Chicago, IL",41.98538845,-87.72383155527285,way,"North Park Village Chapel, 5801, North Pulaski Road, Brynford Park, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60712, United States",amenity,place_of_worship,NORTH PARK,Yes
The SpongeBob Movie: Sponge Out of Water,Nat King Cole Park,,(312) 747-6063,PG,Yes,41.740144,-87.615445,"{""address"": ""361 E. 85th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,361 E. 85th St.,Chicago,IL,,CHATHAM,"361 E. 85th St., Chicago, IL",41.740057285714286,-87.61573328571428,way,"361, East 85th Street, Garden Homes, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,CHATHAM,Yes
Beetle Juice,Chase Park,,(312) 742-7518,PG,,41.967098,-87.669326,"{""address"": ""4701 N. Ashland Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,4701 N. Ashland Ave.,Chicago,IL,,WEST TOWN,"4701 N. Ashland Ave., Chicago, IL",41.8988099,-87.667312,way,"North Ashland Avenue, West Town, Chicago, Cook County, Illinois, 60622, United States",highway,primary,WEST TOWN,Yes
Big Hero 6,Merrimac Park,,(773) 685-3382,PG,,41.952941,-87.785768,"{""address"": ""6343 W. Irving Park Rd."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6343 W. Irving Park Rd.,Chicago,IL,,PORTAGE PARK,"6343 W. Irving Park Rd., Chicago, IL",41.9523046,-87.78492398252675,way,"Merrimac Park Fieldhouse, 6343, West Irving Park Road, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",leisure,sports_centre,PORTAGE PARK,Yes
Jurassic World,Wolfe Playground Park,,(312) 747-7005,PG-13,Yes,41.699134,-87.542709,"{""address"": ""3325 E. 108th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,3325 E. 108th St.,Chicago,IL,,EAST SIDE,"3325 E. 108th St., Chicago, IL",41.6989681,-87.54317015682872,way,"3325, East 108th Street, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",building,public,EAST SIDE,Yes
Angels in the Outfield,Winnemac Park,,(312) 742-5101,PG,Yes,41.974286,-87.684226,"{""address"": ""5100 N. Leavitt St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,5100 N. Leavitt St.,Chicago,IL,,LINCOLN SQUARE,"5100 N. Leavitt St., Chicago, IL",41.974143,-87.684336,way,"5100, North Leavitt Street, West Ravenswood, Lincoln Square, Chicago, Lake View Township, Cook County, Illinois, 60625, United States",place,house,LINCOLN SQUARE,Yes
The Karate Kid (2010),Homan Square Park,,(312) 746-6650,PG,Yes,41.870005,-87.713328,"{""address"": ""3517 W. Arthington St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,3517 W. Arthington St.,Chicago,IL,,NORTH LAWNDALE,"3517 W. Arthington St., Chicago, IL",41.8692223,-87.7134121,node,"Green Garden Cafe, 3517, West Arthington Street, North Lawndale, Chicago, Cook County, Illinois, 60624, United States",amenity,cafe,NORTH LAWNDALE,Yes
The SpongeBob Square Pants Movie,Wildwood Park,,(773) 631-7455,PG,,42.006605,-87.777366,"{""address"": ""6950 N. Hiawatha Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6950 N. Hiawatha Ave.,Chicago,IL,,FOREST GLEN,"6950 N. Hiawatha Ave., Chicago, IL",42.00722565,-87.77857308199492,way,"6950, North Hiawatha Avenue, Wildwood, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,school,FOREST GLEN,Yes
Inside Out,Unity Playlot Park,,(312) 742-7546,PG,Yes,41.929239,-87.712198,"{""address"": ""2636 N. Kimball Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,2636 N. Kimball Ave.,Chicago,IL,,LOGAN SQUARE,"2636 N. Kimball Ave., Chicago, IL",41.929413,-87.712339,way,"2636, North Kimball Avenue, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",place,house,LOGAN SQUARE,Yes
Pacific Rim,Hoyne Playground Park,,(312) 747-6184 ,PG-13,Yes,41.831627,-87.678962,"{""address"": ""3417 S. Hamilton Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,3417 S. Hamilton Ave.,Chicago,IL,,MCKINLEY PARK,"3417 S. Hamilton Ave., Chicago, IL",41.8316055,-87.67880194421676,way,"3417, South Hamilton Avenue, Ducktown, McKinley Park, Chicago, Cook County, Illinois, 60608, United States",building,yes,MCKINLEY PARK,Yes
Goosebumps,Kelly Park,,(312) 747-6197,PG,Yes,41.819322,-87.693665,"{""address"": ""2725 W. 41st St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,2725 W. 41st St.,Chicago,IL,,BRIGHTON PARK,"2725 W. 41st St., Chicago, IL",41.819203444484494,-87.69416632840755,way,"2725, West 41st Street, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",place,house,BRIGHTON PARK,Yes
Ferris Bueller's Day Off,Lincoln Park,,(312) 742-7726 ,PG-13,Yes,41.89111,-87.6143,"{""address"": ""500-5700 N. Lake Shore Drive"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,500-5700 N. Lake Shore Drive,Chicago,IL,,NEAR NORTH SIDE,"500-5700 N. Lake Shore Drive, Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway,NEAR NORTH SIDE,Yes
Club Frontera,Calumet Park,,(312) 747-6039,NR,No,41.717823,-87.531589,"{""address"": ""9801 S. Avenue G"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,9801 S. Avenue G,Chicago,IL,,EAST SIDE,"9801 S. Avenue G, Chicago, IL",41.71758375,-87.5301963176882,way,"Calumet Park Field House, 9801, South Avenue G, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",leisure,sports_centre,EAST SIDE,Yes
Vertigo,Lincoln Park,,(312) 742-7726 ,PG,Yes,41.89111,-87.6143,"{""address"": ""500-5700 N. Lake Shore Drive"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,500-5700 N. Lake Shore Drive,Chicago,IL,,NEAR NORTH SIDE,"500-5700 N. Lake Shore Drive, Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway,NEAR NORTH SIDE,Yes
The Spongebob Movie: Sponge Out of Water,Riis Park,,(312) 746-5363 ,PG,Yes,41.923817,-87.779347,"{""address"": ""6100 W. Fullerton Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6100 W. Fullerton Ave.,Chicago,IL,,BELMONT CRAGIN,"6100 W. Fullerton Ave., Chicago, IL",41.9241735,-87.77856037456571,way,"Riis Park Fieldhouse, 6100, West Fullerton Avenue, Beat 2512, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",building,public,BELMONT CRAGIN,Yes
Ant-Man,Franklin Park,,(312) 747-7676,PG-13,Yes,41.860599,-87.733411,"{""address"": ""4320 W. 15th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,4320 W. 15th St.,Chicago,IL,,NORTH LAWNDALE,"4320 W. 15th St., Chicago, IL",41.860668,-87.732788,way,"4320, West 15th Street, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",place,house,NORTH LAWNDALE,Yes
Chitty Chitty Bang Bang,Burroughs (Margaret) Beach Park,,(312) 742-5121,G,Yes,41.841399,-87.609193,"{""address"": ""3100 S. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,3100 S. Lake Shore Dr.,Chicago,IL,,NEAR SOUTH SIDE,"3100 S. Lake Shore Dr., Chicago, IL",41.8480871,-87.6124899,way,"South Lake Shore Drive, Near South Side, Chicago, Cook County, Illinois, IL, United States",highway,motorway,NEAR SOUTH SIDE,Yes
Minions,Kelvyn Park,,(312) 742-7547,PG,Yes,41.928651,-87.738278,"{""address"": ""4438 W. Wrightwood Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,4438 W. Wrightwood Ave.,Chicago,IL,,HERMOSA,"4438 W. Wrightwood Ave., Chicago, IL",41.929196000000005,-87.73815458750099,way,"Kelvyn Park Fieldhouse, 4438, West Wrightwood Avenue, Beat 2521, Hermosa, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",leisure,sports_centre,HERMOSA,Yes
Jurassic World,Wrightwood Park,,(312) 742-7816,PG-13,Yes,41.927985,-87.665809,"{""address"": ""2534 N. Greenview Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,2534 N. Greenview Ave.,Chicago,IL,,LAKE VIEW,"2534 N. Greenview Ave., Chicago, IL",41.92821175,-87.6667514745373,way,"Wrightwood Park Fieldhouse, 2534, North Greenview Avenue, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",leisure,sports_centre,LAKE VIEW,Yes
Mermaids,Wicker Park,,(312) 742-7553,PG-13,Yes,41.90763,-87.677389,"{""address"": ""1425 N. Damen Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1425 N. Damen Avenue,Chicago,IL,,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",41.9080368,-87.67673985505128,way,"Wicker Park Fieldhouse, 1425, North Damen Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States",leisure,sports_centre,WEST TOWN,Yes
Raiders of the Lost Ark,Oz Park,,(312) 742-7898,PG,Yes,41.919045,-87.647303,"{""address"": ""2021 N. Burling St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,2021 N. Burling St.,Chicago,IL,,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",41.918992,-87.64703934580413,relation,"2021, North Burling Street, Mid-North District, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,school,LINCOLN PARK,Yes
Inside Out,Margaret Donahue Park,,,PG,,41.941632,-87.660299,"{""address"": ""1230 W. School Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1230 W. School Street,Chicago,IL,,LAKE VIEW,"1230 W. School Street, Chicago, IL",41.94171689902409,-87.66042337124155,way,"1230, West School Street, Boystown, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60657, United States",place,house,LAKE VIEW,Yes
Minions,Winnemac Park,,(312) 742-5101,PG,Yes,41.974286,-87.684226,"{""address"": ""5100 N. Leavitt St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,5100 N. Leavitt St.,Chicago,IL,,LINCOLN SQUARE,"5100 N. Leavitt St., Chicago, IL",41.974143,-87.684336,way,"5100, North Leavitt Street, West Ravenswood, Lincoln Square, Chicago, Lake View Township, Cook County, Illinois, 60625, United States",place,house,LINCOLN SQUARE,Yes
Finding Nemo,Cotton Tail Park,,(312) 742-3918,G,Yes,41.861916,-87.629097,"{""address"": ""44 W. 15th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,44 W. 15th St.,Chicago,IL,,NEAR SOUTH SIDE,"44 W. 15th St., Chicago, IL",41.862005780040185,-87.62941828821167,way,"44, West 15th Street, South Loop, Near South Side, Chicago, Cook County, Illinois, 60605, United States",place,house,NEAR SOUTH SIDE,Yes
The Peanuts Movie,Mann Park,,(773) 646-0210,G,Yes,41.659159,-87.5502,"{""address"": ""3035 E. 130th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,3035 E. 130th St.,Chicago,IL,,HEGEWISCH,"3035 E. 130th St., Chicago, IL",41.65736005,-87.55077982555804,way,"3035, East 130th Street, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60633, United States",building,yes,HEGEWISCH,Yes
Teenage Mutant Ninja Turtles (2014),Mandrake Park,,(312) 656-0423 (Ellis Park in Dolittle School),PG-13,Yes,41.824833,-87.607322,"{""address"": ""3858 S. Cottage Grove Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,3858 S. Cottage Grove Avenue,Chicago,IL,,OAKLAND,"3858 S. Cottage Grove Avenue, Chicago, IL",41.82426415,-87.60754534422608,way,"Abraham Lincoln Center, 3858, South Cottage Grove Avenue, Oakland, Chicago, Cook County, Illinois, 60653, United States",amenity,community_centre,OAKLAND,Yes
Hotel Transylvania 2,Riis Park,,(312) 746-5363 ,PG,Yes,41.923817,-87.779347,"{""address"": ""6100 W. Fullerton Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6100 W. Fullerton Ave.,Chicago,IL,,BELMONT CRAGIN,"6100 W. Fullerton Ave., Chicago, IL",41.9241735,-87.77856037456571,way,"Riis Park Fieldhouse, 6100, West Fullerton Avenue, Beat 2512, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",building,public,BELMONT CRAGIN,Yes
Spectre,Meyering Playground Park,,(312) 747-6545,PG-13,Yes,41.764855,-87.615274,"{""address"": ""7140 S. Martin Luther King Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,7140 S. Martin Luther King Dr.,Chicago,IL,,GREATER GRAND CROSSING,"7140 S. Martin Luther King Dr., Chicago, IL",41.7646084,-87.6160393005158,way,"Meyering Park Field House, 7140, South Doctor Martin Luther King Junior Drive, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,public,GREATER GRAND CROSSING,Yes
Inside Out,Rutherford Sayre Park,,(312) 746-5368,PG,,41.921134,-87.798468,"{""address"": ""6871 W. Belden Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6871 W. Belden Ave.,Chicago,IL,,MONTCLARE,"6871 W. Belden Ave., Chicago, IL",41.9208053,-87.7969796,node,"Galewood-Mont Clare Branch Library, 6871, West Belden Avenue, Beat 2512, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60707, United States",amenity,library,MONTCLARE,Yes
Inside Out,Lawler Park,,(773) 284-7328,PG,Yes,41.775988,-87.752314,"{""address"": ""5210 W. 64th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,5210 W. 64th St.,Chicago,IL,,CLEARING,"5210 W. 64th St., Chicago, IL",41.7767312,-87.75180075544131,way,"Lawler Park Fieldhouse, 5210, West 64th Street, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",building,yes,CLEARING,Yes
The Martian,Shabbona Park,,(773) 685-6205,PG-13,Yes,41.945407,-87.800259,"{""address"": ""6935 W. Addison St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6935 W. Addison St.,Chicago,IL,,LAKE VIEW,"6935 W. Addison St., Chicago, IL",41.9472893,-87.6519015,way,"West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60657, United States",highway,secondary,LAKE VIEW,Yes
Ferris Bueller's Day Off ,Touhy Park,,(773) 262-6737,PG,,42.015341,-87.672446,"{""address"": ""7348 N. Paulina St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,7348 N. Paulina St.,Chicago,IL,,ROGERS PARK,"7348 N. Paulina St., Chicago, IL",42.015265600000006,-87.67297849570652,way,"Touhy Park Fieldhouse, 7348, North Paulina Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,public,ROGERS PARK,Yes
The Martian,Wentworth Park,,(312) 747-6993,PG-13,Yes,41.790224,-87.779233,"{""address"": ""5625 S. Mobile Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,5625 S. Mobile Ave.,Chicago,IL,,GARFIELD RIDGE,"5625 S. Mobile Ave., Chicago, IL",41.7895478,-87.7788976,node,"Kinzie Elementary School, 5625, South Mobile Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",amenity,school,GARFIELD RIDGE,Yes
Sin Hijos (No Kids),Dvorak Park,,(312) 746-5083,NR,No,41.855228,-87.653947,"{""address"": ""1119 W. Cullerton St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1119 W. Cullerton St.,Chicago,IL,,LOWER WEST SIDE,"1119 W. Cullerton St., Chicago, IL",41.8549913,-87.6539415758752,way,"Dvorak Park Fieldhouse, 1119, West Cullerton Street, Pilsen, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",leisure,sports_centre,LOWER WEST SIDE,Yes
Jurassic Park,Jonquil Park,,(312) 742-7816 ,PG-13,Yes,41.929029,-87.653839,"{""address"": ""1001 W. Wrightwood Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1001 W. Wrightwood Ave.,Chicago,IL,,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",41.92908649711088,-87.65392882075318,way,"1001, West Wrightwood Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",place,house,LINCOLN PARK,Yes
Captain America: The First Avenger,Jonquil Park,,(312) 742-7816 ,PG-13,Yes,41.929029,-87.653839,"{""address"": ""1001 W. Wrightwood Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1001 W. Wrightwood Ave.,Chicago,IL,,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",41.92908649711088,-87.65392882075318,way,"1001, West Wrightwood Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",place,house,LINCOLN PARK,Yes
The Sandlot,Field (Eugene) Park,,(773) 478-9744,PG,Yes,41.973843,-87.722074,"{""address"": ""5100 N. Ridgeway Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,5100 N. Ridgeway Ave.,Chicago,IL,,NORTH PARK,"5100 N. Ridgeway Ave., Chicago, IL",41.97400195,-87.72242842256321,way,"Eugene Field Park Fieldhouse, 5100, North Ridgeway Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",leisure,sports_centre,NORTH PARK,Yes
Inside Out,Maplewood Park,,(312) 742-0041 ,PG,Yes,41.911016,-87.690906,"{""address"": ""1640 N. Maplewood Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1640 N. Maplewood Ave.,Chicago,IL,,WEST TOWN,"1640 N. Maplewood Ave., Chicago, IL",41.9110634,-87.69125277570028,way,"Maplewood Park Fieldhouse, 1640, North Maplewood Avenue, West Town, Chicago, Cook County, Illinois, 60647, United States",building,yes,WEST TOWN,Yes
Bridge of Spies,Ward (Aaron Montgomery) Park,,(312) 742-7895,PG-13,Yes,41.892878,-87.640952,"{""address"": ""630 N. Kingsbury St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,630 N. Kingsbury St.,Chicago,IL,,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",41.89335016583472,-87.64121581461724,way,"630, North Kingsbury Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,NEAR NORTH SIDE,Yes
Minions,McKinley Park,,(312) 747-6527,PG,Yes,41.823114,-87.679668,"{""address"": ""2210 W. Pershing Rd."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,2210 W. Pershing Rd.,Chicago,IL,,NEW CITY,"2210 W. Pershing Rd., Chicago, IL",41.82374735,-87.6824576507787,way,"McKinley Park Field House, 2210, West Pershing Road, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",leisure,sports_centre,NEW CITY,Yes
Mission Impossible: Rogue Nation,Garfield Park,,(312) 746-5092,PG-13,Yes,41.881566,-87.715877,"{""address"": ""100 N. Central Park Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,100 N. Central Park Ave.,Chicago,IL,,EAST GARFIELD PARK,"100 N. Central Park Ave., Chicago, IL",41.881681,-87.715901,way,"100, North Central Park Avenue, East Garfield Park, Chicago, Cook County, Illinois, 60624, United States",place,house,EAST GARFIELD PARK,Yes
Car Wash ,Lindblom Park,,(312) 747-6443,PG,,41.783375,-87.67402,"{""address"": ""6054 S. Damen Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,6054 S. Damen Ave.,Chicago,IL,,WEST ENGLEWOOD,"6054 S. Damen Ave., Chicago, IL",41.78326695,-87.67460265335257,way,"Lindblom Park Fieldhouse, 6054, South Damen Avenue, South Lynn, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",leisure,sports_centre,WEST ENGLEWOOD,Yes
Gabo: La Magia de lo Real (Gabo: The Creation of Gabriel Garcia Marquez),Harrison Park,,(312) 746-5491,NR,No,41.856811,-87.671063,"{""address"": ""1824 S. Wood St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,1824 S. Wood St.,Chicago,IL,,LOWER WEST SIDE,"1824 S. Wood St., Chicago, IL",41.85680545,-87.67203620752008,way,"Harrison Park Culture and Recreation Center, 1824, South Wood Street, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",leisure,sports_centre,LOWER WEST SIDE,Yes
The Wizard of Oz,Oz Park,,(312) 742-7898,G,Yes,41.919045,-87.647303,"{""address"": ""2021 N. Burling St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,2021 N. Burling St.,Chicago,IL,,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",41.918992,-87.64703934580413,relation,"2021, North Burling Street, Mid-North District, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,school,LINCOLN PARK,Yes
Jumanji,South Shore Cultural Center,,(773) 256-0149,PG,Yes,41.766242,-87.562783,"{""address"": ""7059 S. South Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,7059 S. South Shore Dr.,Chicago,IL,,SOUTH SHORE,"7059 S. South Shore Dr., Chicago, IL",41.766546000000005,-87.56483496812618,way,"Chicago Police Department Mounted Unit Horse Stables, 7059, South South Shore Drive, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",amenity,police,SOUTH SHORE,Yes
Minions,West Lawn Park,,(773) 284-2803,PG,,41.774944,-87.728188,"{""address"": ""4233 W. 65th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,4233 W. 65th St.,Chicago,IL,,WEST LAWN,"4233 W. 65th St., Chicago, IL",41.77486903606575,-87.72854091606648,way,"4233, West 65th Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",place,house,WEST LAWN,Yes
The Fugitive,Lincoln Park,,(312) 742-7726 ,PG-13,Yes,41.89111,-87.6143,"{""address"": ""500-5700 N. Lake Shore Drive"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,,,500-5700 N. Lake Shore Drive,Chicago,IL,,NEAR NORTH SIDE,"500-5700 N. Lake Shore Drive, Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway,NEAR NORTH SIDE,Yes
