title,park,date,rating,cc,location.latitude,location.longitude,datayear,day,address,community,geocode_address,datamonth
Happy Feet,Hayes Park,2014-07-10T03:19:00Z,PG,Yes,41.73907852,-87.69678497,2014,Thu,2936 W. 85th St. Chicago IL 60652,ASHBURN,2936 W. 85th St. Chicago IL 60652,07
Ghostbusters,Heritage Green Park,2014-08-06T02:47:00Z,PG,Yes,41.87962341,-87.64317322,2014,Wed,610-30 W. Adams St. Chicago IL 60606,NEAR WEST SIDE,610-30 W. Adams St. Chicago IL 60606,08
The Amazing Spider-Man,Hermitage Park,2014-07-09T03:46:00Z,PG-13,Yes,41.78759766,-87.6692276,2014,Wed,5839 S. Wood St. Chicago IL 60636,WEST ENGLEWOOD,5839 S. Wood St. Chicago IL 60636,07
Latino Film Festival Selection,Hermosa Park,2014-07-31T03:30:00Z,NR,No,41.92153931,-87.73892212,2014,Thu,2240 N. Kilbourn Ave. Chicago IL 60639,HERMOSA,2240 N. Kilbourn Ave. Chicago IL 60639,07
Fast & Furious 6,Hermosa Park,2014-07-16T03:40:00Z,PG-13,Yes,41.92153931,-87.73892212,2014,Wed,2240 N. Kilbourn Ave. Chicago IL 60639,HERMOSA,2240 N. Kilbourn Ave. Chicago IL 60639,07
The Amazing Spider-Man,Hoard Playground Park,2014-07-27T03:46:00Z,PG-13,Yes,41.76409531,-87.59940338,2014,Sun,7201 S. Dobson Ave. Chicago IL 60619,GREATER GRAND CROSSING,7201 S. Dobson Ave. Chicago IL 60619,07
Back to the Future,Hollywood Park,2014-06-22T03:56:00Z,PG,Yes,41.98849869,-87.71220398,2014,Sun,3312 W. Thorndale Ave. Chicago IL 60659,NORTH PARK,3312 W. Thorndale Ave. Chicago IL 60659,06
The Goonies,Holstein Park,2014-08-29T02:41:00Z,PG,Yes,41.9219017,-87.68556213,2014,Fri,2200 N. Oakley Ave. Chicago IL 60647,LOGAN SQUARE,2200 N. Oakley Ave. Chicago IL 60647,08
Moonrise Kingdom,Holstein Park,2014-07-12T03:04:00Z,PG-13,Yes,41.9219017,-87.68556213,2014,Sat,2200 N. Oakley Ave. Chicago IL 60647,LOGAN SQUARE,2200 N. Oakley Ave. Chicago IL 60647,07
Groundhog Day,Holstein Park,2014-06-16T03:31:00Z,PG,Yes,41.9219017,-87.68556213,2014,Mon,2200 N. Oakley Ave. Chicago IL 60647,LOGAN SQUARE,2200 N. Oakley Ave. Chicago IL 60647,06
Lee Daniels' The Butler,Homan Square Park,2014-06-23T04:12:00Z,PG-13,Yes,41.86931992,-87.71344757,2014,Mon,3559 W. Arthington St. Chicago IL 60624,NORTH LAWNDALE,3559 W. Arthington St. Chicago IL 60624,06
The Wizard of Oz,Horner Park,2014-08-31T02:41:00Z,PG,Yes,41.96125412,-87.69841003,2014,Sun,2741 W. Montrose Ave. Chicago IL 60618,IRVING PARK,2741 W. Montrose Ave. Chicago IL 60618,08
Cloudy with a Chance of Meatballs 2,Hoyne Playground Park,2014-07-23T03:04:00Z,PG,Yes,41.83187485,-87.67896271,2014,Wed,3417 S. Hamiltion Ave. Chicago IL 60608,MCKINLEY PARK,3417 S. Hamiltion Ave. Chicago IL 60608,07
The Book Thief ,Humboldt Park,2014-07-21T03:41:00Z,PG-13,Yes,41.90572739,-87.7037735,2014,Mon,"1440 N Humboldt Dr Chicago, IL 60622",WEST TOWN,"1440 N Humboldt Dr Chicago, IL 60622",07
Anna Karenina (1935),Indian Boundary Park,2014-08-11T02:35:00Z,NR,Yes,42.0086174,-87.69226074,2014,Mon,"2500 W. Lunt Ave., Chicago IL 60645",WEST RIDGE,"2500 W. Lunt Ave., Chicago IL 60645",08
Space Jam,Indian Road Park,2014-08-05T02:27:00Z,PG,Yes,41.99246216,-87.77907562,2014,Tue,6010 W. Matson Ave. Chicago IL 60646,NORWOOD PARK,6010 W. Matson Ave. Chicago IL 60646,08
42,Jackie Robinson Park,2014-07-18T03:38:00Z,PG-13,Yes,41.70248795,-87.64756012,2014,Fri,10540 S. Morgan St. Chicago IL 60643,WASHINGTON HEIGHTS,10540 S. Morgan St. Chicago IL 60643,07
Rebel Without a Cause,Jackson Park,2014-07-29T03:25:00Z,PG-13,Yes,41.77771378,-87.58693695,2014,Tue,"6401 S Stony Island Ave Chicago, IL 60637",HYDE PARK,"6401 S Stony Island Ave Chicago, IL 60637",07
Jaws,Jackson Park,2014-07-01T04:04:00Z,PG,Yes,41.77771378,-87.58693695,2014,Tue,"6401 S Stony Island Ave Chicago, IL 60637",HYDE PARK,"6401 S Stony Island Ave Chicago, IL 60637",07
Hotel Transylvania,Jensen Park,2014-08-16T02:41:00Z,PG,Yes,41.9656105,-87.72061157,2014,Sat,4650 N. Lawndale Ave. Chicago IL 60625,ALBANY PARK,4650 N. Lawndale Ave. Chicago IL 60625,08
The Hunger Games: Catching Fire,Jonquil Playlot Park,2014-08-31T03:26:00Z,PG-13,Yes,41.92899323,-87.65377045,2014,Sun,1001 W. Wrightwood Ave. Chicago IL 60614,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,08
Mr. Peabody & Sherman,Jonquil Playlot Park,2014-08-03T02:32:00Z,PG,Yes,41.92899323,-87.65377045,2014,Sun,1001 W. Wrightwood Ave. Chicago IL 60614,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,08
Ghostbusters,Jonquil Playlot Park,2014-07-21T03:17:00Z,PG,Yes,41.92899323,-87.65377045,2014,Mon,1001 W. Wrightwood Ave. Chicago IL 60614,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,07
Gravity,Jonquil Playlot Park,2014-07-06T03:01:00Z,PG-13,Yes,41.92899323,-87.65377045,2014,Sun,1001 W. Wrightwood Ave. Chicago IL 60614,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,07
Gravity,Kedvale Park,2014-06-18T03:31:00Z,PG-13,Yes,41.90628052,-87.73006439,2014,Wed,4134 W. Hirsch St. Chicago IL 60651,HUMBOLDT PARK,4134 W. Hirsch St. Chicago IL 60651,06
Roll Bounce,Kennicott Park,2014-07-27T03:22:00Z,PG-13,Yes,41.81412125,-87.59686279,2014,Sun,4434 S. Lake Park Ave. Chicago IL 60653,KENWOOD,4434 S. Lake Park Ave. Chicago IL 60653,07
The Nut Job,Sauganash Park,2014-08-03T02:56:00Z,PG,Yes,41.98839951,-87.73739624,2014,Sun,5861 N. Kostner Ave. Chicago IL 60646,FOREST GLEN,5861 N. Kostner Ave. Chicago IL 60646,08
Journey 2: The Mysterious Island,Ken-Well Park,2014-07-19T03:04:00Z,PG,Yes,41.93434525,-87.73382568,2014,Sat,2945 N. Kenosha Ave. Chicago IL 60641,HERMOSA,2945 N. Kenosha Ave. Chicago IL 60641,07
The Fantastic Mr. Fox,Kenwood Community Park,2014-07-03T02:57:00Z,PG,Yes,41.80422211,-87.59378815,2014,Thu,1330 E. 50th St. Chicago IL 60615,KENWOOD,1330 E. 50th St. Chicago IL 60615,07
Mandela: Long Walk to Freedom,Kenwood Community Park,2014-06-27T04:26:00Z,PG-13,Yes,41.80422211,-87.59378815,2014,Fri,1330 E. 50th St. Chicago IL 60615,KENWOOD,1330 E. 50th St. Chicago IL 60615,06
Latino Film Festival Selection,Kilbourn Park,2014-07-24T03:00:00Z,NR,No,41.94442749,-87.73962402,2014,Thu,3501 N. Kilbourn Ave. Chicago IL 60641,IRVING PARK,3501 N. Kilbourn Ave. Chicago IL 60641,07
Latino Film Festival Selection,Kosciuszko Park,2014-06-26T03:30:00Z,NR,No,41.93063354,-87.72327423,2014,Thu,2732 N. Avers Ave. Chicago IL 60647,LOGAN SQUARE,2732 N. Avers Ave. Chicago IL 60647,06
Cloudy With a Chance of Meatballs 2,La Follette Park,2014-08-31T02:34:00Z,PG,Yes,41.9053154,-87.75526428,2014,Sun,1333 N. Laramie Ave. Chicago IL 60651,AUSTIN,1333 N. Laramie Ave. Chicago IL 60651,08
Big Fish,Lake Meadows Park,2014-08-05T03:05:00Z,PG-13,Yes,41.83804321,-87.61347198,2014,Tue,3117 S. Rhodes Ave. Chicago IL 60616,DOUGLAS,3117 S. Rhodes Ave. Chicago IL 60616,08
The Hunger Games: Catching Fire,Lake Shore Park,2014-08-27T03:26:00Z,PG-13,Yes,41.89749146,-87.61992645,2014,Wed,"808 N Lake Shore Dr Chicago, IL 60611",NEAR NORTH SIDE,"808 N Lake Shore Dr Chicago, IL 60611",08
The Lego Movie,Lake Shore Park,2014-08-19T02:41:00Z,PG,Yes,41.89749146,-87.61992645,2014,Tue,"808 N Lake Shore Dr Chicago, IL 60611",NEAR NORTH SIDE,"808 N Lake Shore Dr Chicago, IL 60611",08
The Goonies,Pasteur Park,2014-08-22T02:51:00Z,PG,Yes,41.7871666,-87.7327652,2014,Fri,5825 S. Kostner Ave Chicago IL 60629,WEST ELSDON,5825 S. Kostner Ave Chicago IL 60629,08
The Monuments Men,Lake Shore Park,2014-07-14T03:22:00Z,PG-13,Yes,41.89749146,-87.61992645,2014,Mon,"808 N Lake Shore Dr Chicago, IL 60611",NEAR NORTH SIDE,"808 N Lake Shore Dr Chicago, IL 60611",07
Happy Feet,Lake Shore Park,2014-06-25T03:49:00Z,PG,Yes,41.89749146,-87.61992645,2014,Wed,"808 N Lake Shore Dr Chicago, IL 60611",NEAR NORTH SIDE,"808 N Lake Shore Dr Chicago, IL 60611",06
The Nut Job,Lawler Park,2014-08-13T02:26:00Z,PG,Yes,41.77602768,-87.75245667,2014,Wed,5210 W. 64th St. Chicago IL 60638,CLEARING,5210 W. 64th St. Chicago IL 60638,08
The Hunger Games,Lincoln Park Cultural Center,2014-08-04T03:26:00Z,PG-13,Yes,41.91962051,-87.63596344,2014,Mon,2045 N. Lincoln Park West Chicago IL 60614,LINCOLN PARK,2045 N. Lincoln Park West Chicago IL 60614,08
Latino Film Festival Selection,Loyola Park,2014-08-07T02:30:00Z,NR,No,42.01041412,-87.66117859,2014,Thu,1230 W. Greenleaf Ave. Chicago IL 60626,ROGERS PARK,1230 W. Greenleaf Ave. Chicago IL 60626,08
Captain Phillips,Loyola Park,2014-07-20T03:43:00Z,PG-13,Yes,42.01041412,-87.66117859,2014,Sun,1230 W. Greenleaf Ave. Chicago IL 60626,ROGERS PARK,1230 W. Greenleaf Ave. Chicago IL 60626,07
The Muppet Movie,Mandrake Park,2014-08-29T02:38:00Z,G,Yes,41.82370758,-87.60727692,2014,Fri,900 E. Pershing Rd. Chicago IL 60653,OAKLAND,900 E. Pershing Rd. Chicago IL 60653,08
Beasts of the Southern Wild,Mandrake Park,2014-07-15T03:04:00Z,PG-13,Yes,41.82370758,-87.60727692,2014,Tue,900 E. Pershing Rd. Chicago IL 60653,OAKLAND,900 E. Pershing Rd. Chicago IL 60653,07
The Little Rascals,Mann Park,2014-07-24T02:53:00Z,PG,Yes,41.6591568,-87.54946136,2014,Thu,3035 E. 130st St. Chicago IL 60633,HEGEWISCH,3035 E. 130st St. Chicago IL 60633,07
The Lego Movie,Maplewood Playlot Park,2014-07-11T03:11:00Z,PG,Yes,41.9112854,-87.69094086,2014,Fri,1640 N.Maplewood Ave. Chicago IL 60647,WEST TOWN,1640 N.Maplewood Ave. Chicago IL 60647,07
Star Trek: Into Darkness,Margate Park Fieldhouse,2014-08-01T03:39:00Z,PG-13,Yes,41.97209549,-87.64978027,2014,Fri,4921 N. Marine Drive Chicago IL 60640,UPTOWN,4921 N. Marine Drive Chicago IL 60640,08
Life of Pi,Marquette Park,2014-07-28T03:37:00Z,PG,Yes,41.77088165,-87.70292664,2014,Mon,6743 S. Kedzie Ave. Chicago IL 60629,CHICAGO LAWN,6743 S. Kedzie Ave. Chicago IL 60629,07
How to Train Your Dragon,Marquette Park,2014-06-18T03:38:00Z,PG,Yes,41.77088165,-87.70292664,2014,Wed,6743 S. Kedzie Ave. Chicago IL 60629,CHICAGO LAWN,6743 S. Kedzie Ave. Chicago IL 60629,06
Mr. Peabody & Sherman,McKinley Park,2014-07-07T03:02:00Z,PG,Yes,41.82310104,-87.67856598,2014,Mon,2210 W. Pershing Rd. Chicago IL 60609,MCKINLEY PARK,2210 W. Pershing Rd. Chicago IL 60609,07
42,Metcalfe Park,2014-08-01T03:38:00Z,PG-13,Yes,41.81840515,-87.62667847,2014,Fri,"4134 S State St Chicago, IL 60609",GRAND BOULEVARD,"4134 S State St Chicago, IL 60609",08
Ride Along,Meyering Playground Park,2014-08-23T02:40:00Z,PG-13,Yes,41.76466751,-87.61575317,2014,Sat,7140 S. Martin Luther King Dr. Chicago IL 60619,GREATER GRAND CROSSING,7140 S. Martin Luther King Dr. Chicago IL 60619,08
Patang,Midway Plaisance Park,2014-06-16T03:40:00Z,NR,No,41.78723526,-87.59635162,2014,Mon,1130 Midway Plaisance North Chicago IL 60637,HYDE PARK,1130 Midway Plaisance North Chicago IL 60637,06
The Lego Movie,"Ward, A. Montgomery Park",2014-08-27T02:41:00Z,PG,Yes,41.89364243,-87.64193726,2014,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,08
The Blind Side,"Ward, A. Montgomery Park",2014-08-13T03:08:00Z,PG-13,Yes,41.89364243,-87.64193726,2014,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,08
Gravity,"Ward, A. Montgomery Park",2014-07-30T03:01:00Z,PG-13,Yes,41.89364243,-87.64193726,2014,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,07
Captain Phillips,"Ward, A. Montgomery Park",2014-07-20T03:43:00Z,PG-13,Yes,41.89364243,-87.64193726,2014,Sun,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,07
Chicago,"Ward, A. Montgomery Park",2014-07-16T03:13:00Z,PG-13,Yes,41.89364243,-87.64193726,2014,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,07
Captain Phillips,"Ward, A. Montgomery Park",2014-07-02T03:43:00Z,PG-13,Yes,41.89364243,-87.64193726,2014,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,07
As Good As It Gets,"Ward, A. Montgomery Park",2014-06-18T04:18:00Z,PG-13,No,41.89364243,-87.64193726,2014,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,06
Stomp the Yard,Moore Park,2014-08-22T02:56:00Z,PG-13,Yes,41.87814331,-87.75273132,2014,Fri,5085 W. Adams St. Chicago IL 60644,AUSTIN,5085 W. Adams St. Chicago IL 60644,08
42,Moran Playground Park,2014-07-03T03:38:00Z,PG-13,Yes,41.79003906,-87.65474701,2014,Thu,5727 S. Racine Ave. Chicago IL 60621,ENGLEWOOD,5727 S. Racine Ave. Chicago IL 60621,07
Dr. Suess' The Lorax,Murray Playground Park,2014-07-16T03:03:00Z,PG,Yes,41.76119995,-87.66754913,2014,Wed,1743 W. 73rd St. Chicago IL 60636,WEST ENGLEWOOD,1743 W. 73rd St. Chicago IL 60636,07
Lee Daniels' The Butler,Murray Playground Park,2014-06-21T04:12:00Z,PG-13,Yes,41.76119995,-87.66754913,2014,Sat,1743 W. 73rd St. Chicago IL 60636,WEST ENGLEWOOD,1743 W. 73rd St. Chicago IL 60636,06
The Nut Job,Nichols Park,2014-08-21T02:26:00Z,PG,Yes,41.79950333,-87.59230804,2014,Thu,1355 E. 53rd St. Chicago IL 60615,HYDE PARK,1355 E. 53rd St. Chicago IL 60615,08
Gremlins,Normandy Playground Park,2014-07-11T03:21:00Z,PG,Yes,41.79777908,-87.78858948,2014,Fri,6660 W. 52nd St. Chicago IL 60638,GARFIELD RIDGE,6660 W. 52nd St. Chicago IL 60638,07
Man of Steel,Oakdale Park,2014-06-20T04:28:00Z,PG-13,Yes,41.72100449,-87.64851379,2014,Fri,965 W. 95th St. Chicago IL 60643,WASHINGTON HEIGHTS,965 W. 95th St. Chicago IL 60643,06
Are We There Yet?,Ogden Park,2014-08-14T02:36:00Z,PG,No,41.77593613,-87.65439606,2014,Thu,6500 S. Racine Ave. Chicago IL 60636,WEST ENGLEWOOD,6500 S. Racine Ave. Chicago IL 60636,08
Despicable Me 2,Oriole Park,2014-06-29T03:38:00Z,PG,Yes,41.97828293,-87.81445313,2014,Sun,5430 N. Olcott Ave. Chicago IL 60656,NORWOOD PARK,5430 N. Olcott Ave. Chicago IL 60656,06
Gypsy,Kathy Osterman Beach,2014-06-28T04:29:00Z,NR,No,41.98543743,-87.65284538,2014,Sat,"5800 N. Lake Shore Drive, Chicago, IL 60660",EDGEWATER,"5800 N. Lake Shore Drive, Chicago, IL 60660",06
The Wizard of Oz,Oz Park,2014-08-24T02:41:00Z,PG,Yes,41.92099187,-87.64469862,2014,Sun,2021 N. Burling St. Chicago IL 60614,LINCOLN PARK,2021 N. Burling St. Chicago IL 60614,08
Return to Me,Oz Park,2014-07-13T03:16:00Z,PG,No,41.92099187,-87.64469862,2014,Sun,2021 N. Burling St. Chicago IL 60614,LINCOLN PARK,2021 N. Burling St. Chicago IL 60614,07
Rookie of the Year,Oz Park,2014-06-15T03:43:00Z,PG,Yes,41.92099187,-87.64469862,2014,Sun,2021 N. Burling St. Chicago IL 60614,LINCOLN PARK,2021 N. Burling St. Chicago IL 60614,06
The Great Gatsby (2013),Palmer Park,2014-08-25T03:23:00Z,PG-13,Yes,41.69263077,-87.61819458,2014,Mon,"201 E 111th St Chicago, IL 60628",ROSELAND,"201 E 111th St Chicago, IL 60628",08
The Nut Job,Paschen Park,2014-08-20T02:26:00Z,PG,Yes,42.00889969,-87.67923737,2014,Wed,1932 W. Lunt Ave. Chicago IL 60626,ROGERS PARK,1932 W. Lunt Ave. Chicago IL 60626,08
Despicable Me 2,Paschen Park,2014-07-27T03:08:00Z,PG,Yes,42.00889969,-87.67923737,2014,Sun,1932 W. Lunt Ave. Chicago IL 60626,ROGERS PARK,1932 W. Lunt Ave. Chicago IL 60626,07
Stanley Ka Dabba,Paschen Park,2014-06-30T03:36:00Z,NR,No,42.00889969,-87.67923737,2014,Mon,1932 W. Lunt Ave. Chicago IL 60626,ROGERS PARK,1932 W. Lunt Ave. Chicago IL 60626,06
Cloudy with a Chance of Meatballs 2,Pasteur Park,2014-07-15T03:04:00Z,PG,Yes,41.7871666,-87.7327652,2014,Tue,5825 S. Kostner Ave Chicago IL 60629,WEST ELSDON,5825 S. Kostner Ave Chicago IL 60629,07
The Lego Movie,Ping Tom Memorial Park,2014-08-30T02:41:00Z,PG,Yes,41.8588278,-87.6319357,2014,Sat,"1700 S. Wentworth Avenue, Chicago IL 60616",NEAR SOUTH SIDE,"1700 S. Wentworth Avenue, Chicago IL 60616",08
The Wizard of Oz,Piotrowski Park,2014-08-18T02:41:00Z,PG,Yes,41.8367424,-87.730896,2014,Mon,4247 W. 31st St. Chicago IL 60623,SOUTH LAWNDALE,4247 W. 31st St. Chicago IL 60623,08
The Hunger Games: Catching Fire,Piotrowski Park,2014-08-07T03:26:00Z,PG-13,Yes,41.8367424,-87.730896,2014,Thu,4247 W. 31st St. Chicago IL 60623,SOUTH LAWNDALE,4247 W. 31st St. Chicago IL 60623,08
Latino Film Festival Selection,Piotrowski Park,2014-07-10T03:00:00Z,NR,No,41.8367424,-87.730896,2014,Thu,4247 W. 31st St. Chicago IL 60623,SOUTH LAWNDALE,4247 W. 31st St. Chicago IL 60623,07
The Smurfs 2,Pottawattomie Park,2014-08-30T02:45:00Z,PG,Yes,42.01446533,-87.6785965,2014,Sat,7340 N. Rogers Ave. Chicago IL 60626,ROGERS PARK,7340 N. Rogers Ave. Chicago IL 60626,08
Gravity,Pulaski Park,2014-06-15T03:31:00Z,PG-13,Yes,41.90703583,-87.66342163,2014,Sun,1419 W. Blackhawk St. Chicago IL 60642,WEST TOWN,1419 W. Blackhawk St. Chicago IL 60642,06
Turbo,Rainey Park,2014-07-25T03:06:00Z,PG,Yes,41.74944687,-87.73049927,2014,Fri,4350 W. 79th St. Chicago IL 60652,ASHBURN,4350 W. 79th St. Chicago IL 60652,07
Patang,Revere Park,2014-06-23T03:40:00Z,NR,No,41.9539299,-87.69141388,2014,Mon,2509 W. Irving Park Rd. Chicago IL 60618,NORTH CENTER,2509 W. Irving Park Rd. Chicago IL 60618,06
The Goonies,Revere Park,2014-06-14T03:51:00Z,PG,Yes,41.9539299,-87.69141388,2014,Sat,2509 W. Irving Park Rd. Chicago IL 60618,NORTH CENTER,2509 W. Irving Park Rd. Chicago IL 60618,06
Jumanji,Ridge Park,2014-07-01T03:45:00Z,PG,Yes,41.71934128,-87.6676712,2014,Tue,"9625 S. Longwood Dr., Chicago IL 60643",BEVERLY,"9625 S. Longwood Dr., Chicago IL 60643",07
42,Robichaux Park,2014-06-19T04:08:00Z,PG-13,Yes,41.72631836,-87.63435364,2014,Thu,9247 S. Eggleston Ave. Chicago IL 60620,WASHINGTON HEIGHTS,9247 S. Eggleston Ave. Chicago IL 60620,06
Gravity,Rogers Park,2014-06-26T03:31:00Z,PG-13,Yes,42.01504517,-87.69725037,2014,Thu,7345 N. Washtenaw Ave. Chicago IL 60645,WEST RIDGE,7345 N. Washtenaw Ave. Chicago IL 60645,06
Man of Steel,Rosedale Park,2014-08-08T03:28:00Z,PG-13,Yes,41.9884491,-87.7857132,2014,Fri,6312 W. Rosedale Ave. Chicago IL 60646,NORWOOD PARK,6312 W. Rosedale Ave. Chicago IL 60646,08
The Goonies,Rowan Park,2014-08-11T02:51:00Z,PG,Yes,41.68553543,-87.53646851,2014,Mon,11546 S. Avenue L Chicago IL 60617,EAST SIDE,11546 S. Avenue L Chicago IL 60617,08
The Lego Movie,Rutherford Sayre Park,2014-06-29T03:41:00Z,PG,Yes,41.92081833,-87.79712677,2014,Sun,6871 W. Belden Ave. Chicago IL 60635,MONTCLARE,6871 W. Belden Ave. Chicago IL 60635,06
Mr. Peabody & Sherman,Senka Park,2014-08-04T02:32:00Z,PG,Yes,41.79055023,-87.71083069,2014,Mon,5656 S. St. Louis Ave. Chicago IL 60629,GAGE PARK,5656 S. St. Louis Ave. Chicago IL 60629,08
The Amazing Spider-Man,Shedd Park,2014-08-26T03:16:00Z,PG-13,Yes,41.85005951,-87.71700287,2014,Tue,3660 W. 23rd St. Chicago IL 60623,SOUTH LAWNDALE,3660 W. 23rd St. Chicago IL 60623,08
The Little Rascals,Sheridan Park,2014-07-22T02:53:00Z,PG,Yes,41.87052536,-87.65449524,2014,Tue,910 S. Aberdeen St. Chicago IL 60607,NEAR WEST SIDE,910 S. Aberdeen St. Chicago IL 60607,07
The Smurfs 2,Skinner Park,2014-07-17T03:15:00Z,PG,Yes,41.88011364,-87.66196489,2014,Thu,1331 W Monroe St Chicago IL 60607,NEAR WEST SIDE,1331 W Monroe St Chicago IL 60607,07
Ghostbusters,Smith Park,2014-07-23T03:17:00Z,PG,Yes,41.89163208,-87.68981934,2014,Wed,"2526 W. Grand Ave. Chicago, IL 60612",WEST TOWN,"2526 W. Grand Ave. Chicago, IL 60612",07
The Wiz,South Shore Cultural Center,2014-08-28T03:13:00Z,G,No,41.76674652,-87.56651306,2014,Thu,7059 S. South Shore Dr. Chicago IL 60649,SOUTH SHORE,7059 S. South Shore Dr. Chicago IL 60649,08
The Great Gatsby (2013),South Shore Cultural Center,2014-08-26T03:23:00Z,PG-13,Yes,41.76674652,-87.56651306,2014,Tue,7059 S. South Shore Dr. Chicago IL 60649,SOUTH SHORE,7059 S. South Shore Dr. Chicago IL 60649,08
Car Wash,South Shore Cultural Center,2014-08-21T02:37:00Z,PG,Yes,41.76674652,-87.56651306,2014,Thu,7059 S. South Shore Dr. Chicago IL 60649,SOUTH SHORE,7059 S. South Shore Dr. Chicago IL 60649,08
Claudine,South Shore Cultural Center,2014-08-14T02:32:00Z,PG,Yes,41.76674652,-87.56651306,2014,Thu,7059 S. South Shore Dr. Chicago IL 60649,SOUTH SHORE,7059 S. South Shore Dr. Chicago IL 60649,08
Despicable Me 2,Stanton Park,2014-08-16T02:38:00Z,PG,Yes,41.90510559,-87.64409637,2014,Sat,"618 W Scott St Chicago, IL 60610",NEAR NORTH SIDE,"618 W Scott St Chicago, IL 60610",08
Ride Along,Sumner Park,2014-07-24T03:10:00Z,PG-13,Yes,41.87060928,-87.73418427,2014,Thu,"4320 W 5th Ave Chicago, IL 60624",NORTH LAWNDALE,"4320 W 5th Ave Chicago, IL 60624",07
Cloudy With a Chance of Meatballs 2,Trebes Park,2014-08-06T02:34:00Z,PG,Yes,41.92298889,-87.65727234,2014,Wed,2250 N. Clifton Ave. Chicago IL 60614,LINCOLN PARK,2250 N. Clifton Ave. Chicago IL 60614,08
The Hunger Games: Catching Fire,Tuley Park,2014-07-21T03:56:00Z,PG-13,Yes,41.73011017,-87.61437988,2014,Mon,501 E. 90th Pl. Chicago IL 60619,CHATHAM,501 E. 90th Pl. Chicago IL 60619,07
The Goonies,Union Park,2014-07-31T03:21:00Z,PG,Yes,41.88421249,-87.66551971,2014,Thu,1501 W. Randolph St. Chicago IL 60607,NEAR WEST SIDE,1501 W. Randolph St. Chicago IL 60607,07
Michael Jackson's This Is It,Unity Playlot Park,2014-08-17T02:41:00Z,PG,Yes,41.92939377,-87.7122345,2014,Sun,2636 N. Kimball Ave. Chicago IL 60647,LOGAN SQUARE,2636 N. Kimball Ave. Chicago IL 60647,08
Despicable Me 2,Veteran's Memorial Park,2014-08-30T02:38:00Z,PG,Yes,41.7172966,-87.55563354,2014,Sat,2820 E. 98th St. Chicago IL 60617,SOUTH DEERING,2820 E. 98th St. Chicago IL 60617,08
Epic,Vittum Park,2014-08-02T02:42:00Z,PG,No,41.80209351,-87.74839783,2014,Sat,"5010 W 50th St Chicago, IL 60638",GARFIELD RIDGE,"5010 W 50th St Chicago, IL 60638",08
The Croods,Daniel Webster Park,2014-07-30T03:08:00Z,PG,Yes,41.86395645,-87.62201691,2014,Wed,"1401 S Indiana Ave Chicago, IL 60605",NEAR SOUTH SIDE,"1401 S Indiana Ave Chicago, IL 60605",07
Jurassic Park,Wentworth Park,2014-07-02T03:37:00Z,PG-13,Yes,41.79042816,-87.77915955,2014,Wed,5625 S. Mobile Ave. Chicago IL 60638,GARFIELD RIDGE,5625 S. Mobile Ave. Chicago IL 60638,07
Independence Day,West Chatham Park,2014-06-14T04:24:00Z,PG-13,Yes,41.74466705,-87.63191986,2014,Sat,8223 S. Princeton Ave. Chicago IL 60620,CHATHAM,8223 S. Princeton Ave. Chicago IL 60620,06
Turbo,West Lawn Park,2014-08-12T02:36:00Z,PG,Yes,41.77493286,-87.72831726,2014,Tue,4233 W. 65th St. Chicago IL 60629,WEST LAWN,4233 W. 65th St. Chicago IL 60629,08
Cloudy with a Chance of Meatballs 2,West Lawn Park,2014-06-27T03:34:00Z,PG,Yes,41.77493286,-87.72831726,2014,Fri,4233 W. 65th St. Chicago IL 60629,WEST LAWN,4233 W. 65th St. Chicago IL 60629,06
Life of Pi,West Pullman Park,2014-07-07T03:37:00Z,PG,Yes,41.67062378,-87.63065338,2014,Mon,401 W. 123rd St. Chicago IL 60628,WEST PULLMAN,401 W. 123rd St. Chicago IL 60628,07
Cloudy With a Chance of Meatballs 2,White (Willye B.) Park,2014-08-28T02:34:00Z,PG,Yes,42.01991653,-87.67008972,2014,Thu,1610 W. Howard Chicago IL 60626,ROGERS PARK,1610 W. Howard Chicago IL 60626,08
The Hunt for Red October,Wicker Park,2014-08-08T03:14:00Z,PG,No,41.90821838,-87.67736053,2014,Fri,1425 N. Damen Avenue Chicago IL 60622,WEST TOWN,1425 N. Damen Avenue Chicago IL 60622,08
