title,park,date,phone,rating,cc,location.latitude,location.longitude,location.human_address2,datayear,day,park_address,address,city,state,zip,community,geocode_address,lat,long,osm_type,display_name,class,type
UP,Oriole Park,NA,(773) 631-6197,PG,N/A,41.977688,-87.814434,"{""address"": ""5430 N. Olcott Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5430 N. Olcott Ave.,Chicago,IL,, NORWOOD PARK,"5430 N. Olcott Ave., Chicago, IL",41.97857205,-87.81481307485997,way,"Oriole Park Fieldhouse, 5430, North Olcott Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60656, United States",building,public
Minions,Cornell Square Park,NA,(312) 747-6097,PG,Yes,41.803113,-87.670689,"{""address"": ""1809 W. 50th St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,1809 W. 50th St.,Chicago,IL,, NEW CITY,"1809 W. 50th St., Chicago, IL",41.80316660802778,-87.67060650123534,way,"1809, West 50th Street, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",place,house
The Good Dinosaur,Humboldt Park,NA,(312) 742-7549,PG,Yes,41.902766,-87.701791,"{""address"": ""1400 N. Sacramento Ave"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,1400 N. Sacramento Ave,Chicago,IL,, LOGAN SQUARE,"1400 N. Sacramento Ave, Chicago, IL",41.9238051,-87.7022865,way,"North Sacramento Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60618, United States",highway,tertiary
Jurassic World,Brainerd Park,NA,(312) 747-6027,PG-13,Yes,41.726792,-87.654282,"{""address"": ""1246 W. 92nd St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,1246 W. 92nd St.,Chicago,IL,, WASHINGTON HEIGHTS,"1246 W. 92nd St., Chicago, IL",41.72715495,-87.65490771885257,way,"Brainerd Park Fieldhouse, 1246, West 92nd Street, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60620, United States",leisure,sports_centre
Furious 7,Grand Crossing Park,NA,(312) 747-6158,PG-13,Yes,41.755786,-87.60167,"{""address"": ""7655 S. Ingleside Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,7655 S. Ingleside Ave.,Chicago,IL,, CHATHAM,"7655 S. Ingleside Ave., Chicago, IL",41.7556703,-87.60043636067381,way,"Grand Crossing Park Field House, 7655, South Ingleside Avenue, Italian Bowery, Greater Grand Crossing, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",leisure,sports_centre
Star Wars: The Force Awakens,Harold Washington Playlot Park,NA,(312) 747-6620 ,PG-13,Yes,41.800598,-87.584362,"{""address"": ""5200 S. Hyde Park Blvd."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5200 S. Hyde Park Blvd.,Chicago,IL,, HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",41.8008811,-87.585048058448,way,"Congregation Rodfei Zedek, 5200, South Hyde Park Boulevard, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",amenity,place_of_worship
The Martian,Lake Shore Park,NA,(312) 742-7891,PG-13,Yes,41.897212,-87.617298,"{""address"": ""808 N. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,808 N. Lake Shore Dr.,Chicago,IL,, NEAR NORTH SIDE,"808 N. Lake Shore Dr., Chicago, IL",41.897175450000006,-87.61788656601382,way,"Lake Shore Park Fieldhouse, 808, North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",leisure,sports_centre
Sparkle (2012),Sherwood Park,NA,(773) 256-0926,PG-13,N/A,41.790484,-87.634039,"{""address"": ""5701 S. Shields Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5701 S. Shields Ave.,Chicago,IL,, ENGLEWOOD,"5701 S. Shields Ave., Chicago, IL",41.790608750000004,-87.63365930984787,way,"Sherwood Park Fieldhouse, 5701-5705, South Shields Avenue, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",leisure,sports_centre
"Movies in the Parks is Chicago's favorite summertime tradition, bringing big-screen entertainment to a park near you!",Moran Playground Park,NA,(312) 747-6560,PG-13,Yes,41.790068,-87.654765,"{""address"": ""5727 S. Racine Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5727 S. Racine Ave.,Chicago,IL,, ENGLEWOOD,"5727 S. Racine Ave., Chicago, IL",41.7896186,-87.65456939927913,way,"5727, South Racine Avenue, Englewood, Chicago, Lake Township, Cook County, Illinois, 60620, United States",building,yes
Raiders of the Lost Ark,Edgebrook Park,NA,(773) 631-7461,PG,Yes,41.999284,-87.761796,"{""address"": ""6525 N. Hiawatha Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,6525 N. Hiawatha Ave.,Chicago,IL,, FOREST GLEN,"6525 N. Hiawatha Ave., Chicago, IL",41.99961225,-87.76083677250128,way,"6525, North Hiawatha Avenue, Edgebrook, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,school
The Sandlot,Oz Park,NA,(312) 742-7898,PG,Yes,41.919045,-87.647303,"{""address"": ""2021 N. Burling St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,2021 N. Burling St.,Chicago,IL,, LINCOLN PARK,"2021 N. Burling St., Chicago, IL",41.918992,-87.64703934580413,relation,"2021, North Burling Street, Mid-North District, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,school
The Lego Movie,Jensen Park,NA,(312) 742-7054,PG,Yes,41.9657,-87.720608,"{""address"": ""4650 N. Lawndale Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,4650 N. Lawndale Ave.,Chicago,IL,, ALBANY PARK,"4650 N. Lawndale Ave., Chicago, IL",41.96560506911606,-87.72072450019388,way,"4650, North Lawndale Avenue, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",place,house
Jurassic World,Minuteman Park,NA,(773) 284-0214,PG-13,Yes,41.784098,-87.761961,"{""address"": ""5940 S. Central Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5940 S. Central Ave.,Chicago,IL,, CLEARING,"5940 S. Central Ave., Chicago, IL",41.78439668861565,-87.76209160523393,way,"5940, South Central Avenue, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house
The Intern,South Shore Cultural Center,NA,(773) 256-0149,PG-13,Yes,41.766242,-87.562783,"{""address"": ""7059 S. South Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,7059 S. South Shore Dr.,Chicago,IL,, SOUTH SHORE,"7059 S. South Shore Dr., Chicago, IL",41.766546000000005,-87.56483496812618,way,"Chicago Police Department Mounted Unit Horse Stables, 7059, South South Shore Drive, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",amenity,police
Minions,White (Willye B.) Park,NA,(773) 262-5051,PG,Yes,42.019399,-87.671582,"{""address"": ""1610 W. Howard"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,1610 W. Howard,Chicago,IL,, ROGERS PARK,"1610 W. Howard, Chicago, IL",42.019645350000005,-87.67146251848874,way,"Willye B. White Park Fieldhouse, 1610, West Howard Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",amenity,community_centre
Star Wars: The Force Awakens,Sauganash Park,NA,(773) 685-6122,PG-13,Yes,41.987404,-87.738313,"{""address"": ""5861 N. Kostner Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5861 N. Kostner Ave.,Chicago,IL,, FOREST GLEN,"5861 N. Kostner Ave., Chicago, IL",41.9880077,-87.73707631708619,way,"Sauganash Park Fieldhouse, 5861, North Kostner Avenue, Sauganash, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",leisure,sports_centre
San Andreas,Euclid Park,NA,(312) 747-6124,PG-13,Yes,41.715528,-87.637013,"{""address"": ""9800 S. Parnell Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,9800 S. Parnell Ave.,Chicago,IL,, WASHINGTON HEIGHTS,"9800 S. Parnell Ave., Chicago, IL",41.716072,-87.63741185050307,way,"9800, South Parnell Avenue, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60628, United States",building,yes
Norm of the North,Seward Park,NA,(312) 742-7895,PG,Yes,41.902733,-87.639736,"{""address"": ""375 W. Elm St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,375 W. Elm St.,Chicago,IL,, NEAR NORTH SIDE,"375 W. Elm St., Chicago, IL",41.9026674,-87.63816697953244,way,"Seward Park Field House, 363-375, West Elm Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60610, United States",leisure,sports_centre
Jumanji,Lincoln Park,NA,(312) 742-7726 ,PG-13,Yes,41.89111,-87.6143,"{""address"": ""500-5700 N. Lake Shore Drive"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,500-5700 N. Lake Shore Drive,Chicago,IL,, NEAR NORTH SIDE,"500-5700 N. Lake Shore Drive, Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway
The Good Dinosaur,Archer Park,NA,(773) 284-7029,PG,Yes,41.803782,-87.735659,"{""address"": ""4901 S. Kilbourn Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,4901 S. Kilbourn Ave.,Chicago,IL,, ARCHER HEIGHTS,"4901 S. Kilbourn Ave., Chicago, IL",41.803477900000004,-87.73513253268348,way,"Archer Park Fieldhouse, 4901, South Kilbourn Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",leisure,sports_centre
Guardians of the Galaxy,Gross Park,NA,(312) 742-7528,PG-13,Yes,41.968581,-87.696593,"{""address"": ""2708 W. Lawrence Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,2708 W. Lawrence Ave.,Chicago,IL,, LINCOLN SQUARE,"2708 W. Lawrence Ave., Chicago, IL",41.968687149999994,-87.69666819915436,way,"Gross Park Fieldhouse, 2708, West Lawrence Avenue, Bowmanville, Lincoln Square, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",leisure,sports_centre
The Magnificent Seven,Calumet Park,NA,(312) 747-6039,NR,Yes,41.717823,-87.531589,"{""address"": ""9801 S. Avenue G"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,9801 S. Avenue G,Chicago,IL,, EAST SIDE,"9801 S. Avenue G, Chicago, IL",41.71758375,-87.5301963176882,way,"Calumet Park Field House, 9801, South Avenue G, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",leisure,sports_centre
Una Boda en Castaner (A Wedding in Castaner),Hermosa Park,NA,(312) 742-7540 ,NR,No,41.921715,-87.738909,"{""address"": ""2240 N. Kilbourn Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,2240 N. Kilbourn Ave.,Chicago,IL,, HERMOSA,"2240 N. Kilbourn Ave., Chicago, IL",41.92204225,-87.7396089012054,way,"Hermosa Park Fieldhouse, 2240, North Kilbourn Avenue, Beat 2522, Hermosa, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",leisure,sports_centre
Teen Wolf,Chase Park,NA,(312) 742-7518,PG,N/A,41.967098,-87.669326,"{""address"": ""4701 N. Ashland Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,4701 N. Ashland Ave.,Chicago,IL,, WEST TOWN,"4701 N. Ashland Ave., Chicago, IL",41.8988099,-87.667312,way,"North Ashland Avenue, West Town, Chicago, Cook County, Illinois, 60622, United States",highway,primary
The Mighty Ducks,Davis Square Park,NA,(312) 747-6107 ,PG,Yes,41.813515,-87.666312,"{""address"": ""4430 S. Marshfield Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,4430 S. Marshfield Ave.,Chicago,IL,, NEW CITY,"4430 S. Marshfield Ave., Chicago, IL",41.813131999999996,-87.66650213979561,way,"Locker Building, 4430, South Marshfield Avenue, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",building,yes
The Amazing Spider Man 2 (2014),Owens Park,NA,(312) 747-6709,PG-13,N/A,41.734405,-87.573238,"{""address"": ""8800 S. Clyde Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,8800 S. Clyde Ave.,Chicago,IL,, CALUMET HEIGHTS,"8800 S. Clyde Ave., Chicago, IL",41.735124400000004,-87.573791848524,way,"Owens Park Fieldhouse, 8800, South Clyde Avenue, Pill Hill, Calumet Heights, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",leisure,sports_centre
Dirty Rotten Scoundrels,Grant Park,NA,(312) 742-3918,PG,Yes,41.884353,-87.620091,"{""address"": ""337 E. Randolph St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,337 E. Randolph St.,Chicago,IL,, LOOP,"337 E. Randolph St., Chicago, IL",41.8841021,-87.61911869475014,way,"337, East Randolph Street, New East Side, Loop, Chicago, Cook County, Illinois, 60601, United States",building,yes
Hotel Transylvania 2,Fuller Park,NA,(312) 747-6144,PG,Yes,41.812537,-87.633365,"{""address"": ""331 W. 45th St"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,331 W. 45th St,Chicago,IL,, FULLER PARK,"331 W. 45th St, Chicago, IL",41.81198345,-87.63492968508908,relation,"Fuller Park Fieldhouse, 331, West 45th Street, Fuller Park, Chicago, Lake Township, Cook County, Illinois, 60609, United States",leisure,sports_centre
The Peanuts Movie,Fosco Park,NA,(312) 746-5086,G,Yes,41.86495,-87.656616,"{""address"": ""1312 S. Racine Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,1312 S. Racine Ave.,Chicago,IL,, NEAR WEST SIDE,"1312 S. Racine Ave., Chicago, IL",41.86468885,-87.657407972132,way,"Fosco Park Fieldhouse, 1312, South Racine Avenue, University Village/Little Italy, Near West Side, Chicago, Cook County, Illinois, 60607, United States",building,public
October Sky,Mayfair Park,NA,(773) 685-3361,PG,N/A,41.962597,-87.7422,"{""address"": ""4550 W. Sunnyside Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,4550 W. Sunnyside Ave.,Chicago,IL,, IRVING PARK,"4550 W. Sunnyside Ave., Chicago, IL",41.9626943509231,-87.74198478918703,way,"4550, West Sunnyside Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",place,house
Rookie of the Year,Brands Park,NA,(773) 478-2414,PG,Yes,41.940571,-87.699996,"{""address"": ""3259 N. Elston Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,3259 N. Elston Ave.,Chicago,IL,, LOGAN SQUARE,"3259 N. Elston Ave., Chicago, IL",41.9297082,-87.6842427,way,"North Elston Avenue, Logan Square, Chicago, Cook County, Illinois, 60646, United States",highway,secondary
Jurassic World,Winnemac Park,NA,(312) 742-5101,PG-13,Yes,41.974286,-87.684226,"{""address"": ""5100 N. Leavitt St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5100 N. Leavitt St.,Chicago,IL,, LINCOLN SQUARE,"5100 N. Leavitt St., Chicago, IL",41.974143,-87.684336,way,"5100, North Leavitt Street, West Ravenswood, Lincoln Square, Chicago, Lake View Township, Cook County, Illinois, 60625, United States",place,house
Pa! Por Mis Hijos Lo Que Sea (Dad),Kilbourn Park,NA,(773) 685-3351,NR,No,41.944504,-87.739651,"{""address"": ""3501 N. Kilbourn Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,3501 N. Kilbourn Ave.,Chicago,IL,, IRVING PARK,"3501 N. Kilbourn Ave., Chicago, IL",41.944601500000005,-87.73857849896645,way,"Kilbourn Park Fieldhouse, 3501, North Kilbourn Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",leisure,sports_centre
Teenage Mutant Ninja Turtles (2014),Amundsen Park,NA,(312) 746-5003,PG-13,Yes,41.912867,-87.78023,"{""address"": ""6200 W. Bloomingdale Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,6200 W. Bloomingdale Ave.,Chicago,IL,, AUSTIN,"6200 W. Bloomingdale Ave., Chicago, IL",41.91344555,-87.78023911469502,way,"Amundsen Park Fieldhouse, 6200, West Bloomingdale Avenue, Beat 2513, Austin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",leisure,sports_centre
Bridge of Spies,Lake Shore Park,NA,(312) 742-7891,PG-13,N/A,41.897212,-87.617298,"{""address"": ""808 N. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,808 N. Lake Shore Dr.,Chicago,IL,, NEAR NORTH SIDE,"808 N. Lake Shore Dr., Chicago, IL",41.897175450000006,-87.61788656601382,way,"Lake Shore Park Fieldhouse, 808, North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",leisure,sports_centre
Jurassic World,Harold Washington Playlot Park,NA,(312) 747-6620 ,PG-13,Yes,41.800598,-87.584362,"{""address"": ""5200 S. Hyde Park Blvd."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,5200 S. Hyde Park Blvd.,Chicago,IL,, HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",41.8008811,-87.585048058448,way,"Congregation Rodfei Zedek, 5200, South Hyde Park Boulevard, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",amenity,place_of_worship
Chicago Onscreen Local Film Showcase,Northerly Island Park,NA,(312) 745-2910,NR,No,41.860281,-87.610245,"{""address"": ""1521 S. Linn White Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,1521 S. Linn White Dr.,Chicago,IL,, NEAR SOUTH SIDE,"1521 S. Linn White Dr., Chicago, IL",41.86349715605027,-87.60910941477316,way,"1521, South Linn White Drive, Near South Side, Chicago, Cook County, Illinois, 60605, United States",place,house
Hocus Pocus,Rowan Park,NA,(773) 646-3180,PG,Yes,41.685148,-87.53645,"{""address"": ""11546 S. Avenue L"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2016,NA,NA,11546 S. Avenue L,Chicago,IL,, HEGEWISCH,"11546 S. Avenue L, Chicago, IL",41.68497565,-87.53737099777612,way,"11546, South Avenue L, East Side, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",building,public
Jumanji,Grant Park,2017-06-13T05:00:00Z,(312) 742-3918,PG,Y,NA,NA,"{""address"": ""Columbus Drive"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Tue,Columbus Drive,Columbus Drive,Chicago,IL,, LOOP,"Columbus Drive, Chicago, IL",41.886493,-87.62012440000001,way,"Radisson Blu Aqua Hotel, Chicago, 221, North Columbus Drive, Loop, Chicago, Cook County, Illinois, 60601, United States",tourism,hotel
The Umbrellas of Cherbourg,Osterman Beach,2017-06-21T05:00:00Z,(312) 742-1134,NR,Y,NA,NA,"{""address"": ""5800 N. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Wed,5800 N. Lake Shore Dr.,5800 N. Lake Shore Dr.,Chicago,IL,, NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway
The Unsinkable Molly Brown,Osterman Beach,2017-06-23T05:00:00Z,(312) 742-1134,NR,NA,NA,NA,"{""address"": ""5800 N. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Fri,5800 N. Lake Shore Dr.,5800 N. Lake Shore Dr.,Chicago,IL,, NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway
Sing,La Villita Park,2017-06-30T05:00:00Z,(312) 747-6608,PG,Y,NA,NA,"{""address"": ""2800 S. Sacramento Blvd."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Fri,2800 S. Sacramento Blvd.,2800 S. Sacramento Blvd.,Chicago,IL,, EAST GARFIELD PARK,"2800 S. Sacramento Blvd., Chicago, IL",41.8748477,-87.7010378,way,"South Sacramento Boulevard, East Garfield Park, Chicago, Cook County, Illinois, 60612, United States",highway,secondary
Captain America: Civil War,Rosenblum Park,2017-07-06T05:00:00Z,(312) 747-6649,PG-13,Y,NA,NA,"{""address"": ""8050 S. Chapel"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Thu,8050 S. Chapel,8050 S. Chapel,Chicago,IL,, ROGERS PARK,"8050 S. Chapel, Chicago, IL",41.9995584,-87.65626246281647,way,"Madonna Della Strada Chapel, 6453, North Kenmore Avenue, Edgewater, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",amenity,place_of_worship
Apollo 13,Oakwood Beach,2017-07-10T05:00:00Z,(312) 742-1134,PG,Y,NA,NA,"{""address"": ""3900 S. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Mon,3900 S. Lake Shore Dr.,3900 S. Lake Shore Dr.,Chicago,IL,, NEAR SOUTH SIDE,"3900 S. Lake Shore Dr., Chicago, IL",41.8480871,-87.6124899,way,"South Lake Shore Drive, Near South Side, Chicago, Cook County, Illinois, IL, United States",highway,motorway
Sing,Bradley Park,2017-07-22T05:00:00Z,(312) 747-6022,PG,Y,NA,NA,"{""address"": ""9729 S.Yates Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Sat,9729 S.Yates Ave.,9729 S.Yates Ave.,Chicago,IL,, SOUTH DEERING,"9729 S.Yates Ave., Chicago, IL",41.718053749999996,-87.56434748996283,way,"Bradley Park Fieldhouse, 9727-9729, South Yates Avenue, Merrionette Manor, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",building,yes
Steel Magnolias,Osterman Beach,2017-07-24T05:00:00Z,(312) 742-1134,PG,Y,NA,NA,"{""address"": ""5800 N. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Mon,5800 N. Lake Shore Dr.,5800 N. Lake Shore Dr.,Chicago,IL,, NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway
Home Alone,Oakwood Beach,2017-08-07T05:00:00Z,(312) 742-1134,PG,Y,NA,NA,"{""address"": ""3900 S. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Mon,3900 S. Lake Shore Dr.,3900 S. Lake Shore Dr.,Chicago,IL,, NEAR SOUTH SIDE,"3900 S. Lake Shore Dr., Chicago, IL",41.8480871,-87.6124899,way,"South Lake Shore Drive, Near South Side, Chicago, Cook County, Illinois, IL, United States",highway,motorway
Top Gun,Osterman Beach,2017-09-04T05:00:00Z,(312) 742-1134,PG,Y,NA,NA,"{""address"": ""5800 N. Lake Shore Dr."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Mon,5800 N. Lake Shore Dr.,5800 N. Lake Shore Dr.,Chicago,IL,, NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",41.8977673,-87.6175019,way,"North Lake Shore Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,motorway
Pete's Dragon,Seward Park,2017-07-01T05:00:00Z,(312) 742-7895,PG,Y,41.902735,-87.639498,"{""address"": ""375 W. Elm St."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Sat,375 W. Elm St.,375 W. Elm St.,Chicago,IL,, NEAR NORTH SIDE,"375 W. Elm St., Chicago, IL",41.9026674,-87.63816697953244,way,"Seward Park Field House, 363-375, West Elm Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60610, United States",leisure,sports_centre
The Secret Life of Pets,Wildwood Park,2017-08-04T05:00:00Z,(773) 631-7455,PG,Y,42.006605,-87.777366,"{""address"": ""6950 N. Hiawatha Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Fri,6950 N. Hiawatha Ave.,6950 N. Hiawatha Ave.,Chicago,IL,, FOREST GLEN,"6950 N. Hiawatha Ave., Chicago, IL",42.007225649999995,-87.77857308199492,way,"6950, North Hiawatha Avenue, Wildwood, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,school
Central Intelligence,Smith (Wendell) Playlot Park,2017-08-11T05:00:00Z,(312) 747-6689,PG-13,Y,41.713967,-87.630861,"{""address"": ""9912 S. Princeton Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Fri,9912 S. Princeton Ave.,9912 S. Princeton Ave.,Chicago,IL,, ROSELAND,"9912 S. Princeton Ave., Chicago, IL",41.713895699999995,-87.63121724450312,way,"Smith Park Fieldhouse, 9912, South Princeton Avenue, Roseland, Chicago, Lake Township, Cook County, Illinois, 60628, United States",building,yes
Queen of Katwe,Homan Square Park,2017-06-23T05:00:00Z,(312) 746-6650,PG,Y,41.869979,-87.714642,"{""address"": ""3559 W. Arthington"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Fri,3559 W. Arthington,3559 W. Arthington,Chicago,IL,, NORTH LAWNDALE,"3559 W. Arthington, Chicago, IL",41.86941005,-87.71419807991958,way,"3517-3559, West Arthington Street, North Lawndale, Chicago, Cook County, Illinois, 60624, United States",building,public
Angels in the Outfield,Archer Park,2017-06-20T05:00:00Z,(773) 284-7029,PG,Y,41.803782,-87.735659,"{""address"": ""4901 S.Kilbourn Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Tue,4901 S.Kilbourn Ave.,4901 S.Kilbourn Ave.,Chicago,IL,, ARCHER HEIGHTS,"4901 S.Kilbourn Ave., Chicago, IL",41.803477900000004,-87.73513253268348,way,"Archer Park Fieldhouse, 4901, South Kilbourn Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",leisure,sports_centre
Space Jam,Brands Park,2017-08-16T05:00:00Z,(773) 478-2414,PG,Y,41.940571,-87.699996,"{""address"": ""3259 N. Elston Ave."", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": """"}",2017,Wed,3259 N. Elston Ave.,3259 N. Elston Ave.,Chicago,IL,, LOGAN SQUARE,"3259 N. Elston Ave., Chicago, IL",41.9297082,-87.6842427,way,"North Elston Avenue, Logan Square, Chicago, Cook County, Illinois, 60646, United States",highway,secondary
